,is_holiday,day_of_week_x,is_weekend_x,is_release_day,batch_number,batch_size_ratio,rollback_flag,impact_score,days_since_last_release,daily_mean,daily_std,daily_min,daily_max,rolling_mean_7d,rolling_std_7d,rolling_min_7d,rolling_max_7d,rolling_q25_7d,rolling_q50_7d,rolling_q75_7d,rolling_mean_14d,rolling_std_14d,rolling_min_14d,rolling_max_14d,rolling_q25_14d,rolling_q50_14d,rolling_q75_14d,rolling_mean_30d,rolling_std_30d,rolling_min_30d,rolling_max_30d,rolling_q25_30d,rolling_q50_30d,rolling_q75_30d,trend_7d,trend_14d,day_of_week_y,day_of_month,month,is_weekend_y,date,version_id
2020-01-30,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-30,
2020-01-31,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-31,
2020-02-01,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-01,
2020-02-02,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-02,
2020-02-03,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-03,
2020-02-04,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-04,
2020-02-05,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-05,
2020-02-06,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-06,
2020-02-07,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-07,
2020-02-08,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-08,
2020-02-09,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-09,
2020-02-10,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-10,
2020-02-11,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-11,
2020-02-12,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-12,
2020-02-13,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-13,
2020-02-14,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-14,
2020-02-15,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-15,
2020-02-16,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-16,
2020-02-17,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-17,
2020-02-18,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-18,
2020-02-19,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-19,
2020-02-20,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-20,
2020-02-21,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-21,
2020-02-22,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-22,
2020-02-23,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-23,
2020-02-24,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-24,
2020-02-25,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-25,
2020-02-26,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-26,
2020-02-27,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-27,
2020-02-28,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,
2020-02-29,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-29,
2020-03-01,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-01,
2020-03-02,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,
2020-03-03,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-03,
2020-03-04,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-04,
2020-03-05,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-05,
2020-03-06,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-06,
2020-03-07,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-07,
2020-03-08,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-08,
2020-03-09,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-09,
2020-03-10,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-10,
2020-03-11,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-11,
2020-03-12,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-12,
2020-03-13,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13,
2020-03-14,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-14,
2020-03-15,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-15,
2020-03-16,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-16,
2020-03-17,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-17,
2020-03-18,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-18,
2020-03-19,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,
2020-03-20,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-20,
2020-03-21,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-21,
2020-03-22,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-22,
2020-03-23,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-23,
2020-03-24,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-24,
2020-03-25,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-25,
2020-03-26,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-26,
2020-03-27,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-27,
2020-03-28,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-28,
2020-03-29,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-29,
2020-03-30,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-30,
2020-03-31,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31,
2020-04-01,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-01,
2020-04-02,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-02,
2020-04-03,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-03,
2020-04-04,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-04,
2020-04-05,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-05,
2020-04-06,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-06,
2020-04-07,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-07,
2020-04-08,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-08,
2020-04-09,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-09,
2020-04-10,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-10,
2020-04-11,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-11,
2020-04-12,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-12,
2020-04-13,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-13,
2020-04-14,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-14,
2020-04-15,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-15,
2020-04-16,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-16,
2020-04-17,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-17,
2020-04-18,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-18,
2020-04-19,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-19,
2020-04-20,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-20,
2020-04-21,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-21,
2020-04-22,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-22,
2020-04-23,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-23,
2020-04-24,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-24,
2020-04-25,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-25,
2020-04-26,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-26,
2020-04-27,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,
2020-04-28,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-28,
2020-04-29,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29,
2020-04-30,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-30,
2020-05-01,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-01,
2020-05-02,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-02,
2020-05-03,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-03,
2020-05-04,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-04,
2020-05-05,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-05,
2020-05-06,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-06,
2020-05-07,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-07,
2020-05-08,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-08,
2020-05-09,-0.13978350322516925,0.9987176380647822,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-09,
2020-05-10,-0.13978350322516925,1.4989324029645583,1.5796250539304524,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-10,
2020-05-11,-0.13978350322516925,-1.5023561864340984,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11,
2020-05-12,-0.13978350322516925,-1.0021414215343223,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12,
2020-05-13,-0.13978350322516925,-0.5019266566345462,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-13,
2020-05-14,-0.13978350322516925,-0.001711891734770029,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-14,
2020-05-15,-0.13978350322516925,0.4985028731650061,-0.633061622764074,-0.13721680612390447,,,,,-0.537968084322099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-15,
